,userid,courseid,formatted agreed mark,actual grade,faculty
38964,3441,4497,90.0,A+,Faculty of Computer Science & Information Technology
38965,3442,4497,86.0,A,Faculty of Computer Science & Information Technology
38966,3443,4497,72.0,B+,Faculty of Computer Science & Information Technology
38967,3446,4497,87.0,A,Faculty of Computer Science & Information Technology
38968,3458,4497,85.0,A,Faculty of Computer Science & Information Technology
38969,3472,4497,87.0,A,Faculty of Computer Science & Information Technology
38970,3473,4497,80.0,A,Faculty of Computer Science & Information Technology
38971,3481,4497,78.0,A-,Faculty of Computer Science & Information Technology
38972,3482,4497,75.0,A-,Faculty of Computer Science & Information Technology
38973,3485,4497,84.0,A,Faculty of Computer Science & Information Technology
38974,3486,4497,87.0,A,Faculty of Computer Science & Information Technology
38975,3487,4497,75.0,A-,Faculty of Computer Science & Information Technology
38976,3490,4497,86.0,A,Faculty of Computer Science & Information Technology
38977,3509,4497,91.0,A+,Faculty of Computer Science & Information Technology
38978,3511,4497,80.0,A,Faculty of Computer Science & Information Technology
38979,3515,4497,89.0,A,Faculty of Computer Science & Information Technology
38980,3522,4497,89.0,A,Faculty of Computer Science & Information Technology
38981,3539,4497,81.0,A,Faculty of Computer Science & Information Technology
38982,3547,4497,85.0,A,Faculty of Computer Science & Information Technology
38983,3570,4497,86.0,A,Faculty of Computer Science & Information Technology
38984,3577,4497,78.0,A-,Faculty of Computer Science & Information Technology
38985,3588,4497,86.0,A,Faculty of Computer Science & Information Technology
38986,3590,4497,91.0,A+,Faculty of Computer Science & Information Technology
38987,3606,4497,86.0,A,Faculty of Computer Science & Information Technology
38988,16132,4497,71.0,B+,Faculty of Computer Science & Information Technology
38989,16172,4497,75.0,A-,Faculty of Computer Science & Information Technology
38990,16292,4497,71.0,B+,Faculty of Computer Science & Information Technology
38991,16293,4497,66.0,B,Faculty of Computer Science & Information Technology
38992,16299,4497,84.0,A,Faculty of Computer Science & Information Technology
38993,16302,4497,77.0,A-,Faculty of Computer Science & Information Technology
38994,16316,4497,93.0,A+,Faculty of Computer Science & Information Technology
38995,16317,4497,81.0,A,Faculty of Computer Science & Information Technology
38996,16320,4497,65.0,B,Faculty of Computer Science & Information Technology
38997,16322,4497,78.0,A-,Faculty of Computer Science & Information Technology
38998,16325,4497,82.0,A,Faculty of Computer Science & Information Technology
38999,16328,4497,81.0,A,Faculty of Computer Science & Information Technology
39000,16333,4497,71.0,B+,Faculty of Computer Science & Information Technology
39001,16334,4497,71.0,B+,Faculty of Computer Science & Information Technology
39002,16340,4497,66.0,B,Faculty of Computer Science & Information Technology
39003,16344,4497,80.0,A,Faculty of Computer Science & Information Technology
39004,16347,4497,75.0,A-,Faculty of Computer Science & Information Technology
39005,16350,4497,80.0,A,Faculty of Computer Science & Information Technology
39006,16351,4497,72.0,B+,Faculty of Computer Science & Information Technology
39007,16356,4497,78.0,A-,Faculty of Computer Science & Information Technology
39008,16360,4497,66.0,B,Faculty of Computer Science & Information Technology
39009,16361,4497,77.0,A-,Faculty of Computer Science & Information Technology
39010,16362,4497,80.0,A,Faculty of Computer Science & Information Technology
39011,16366,4497,75.0,A-,Faculty of Computer Science & Information Technology
39012,16368,4497,89.0,A,Faculty of Computer Science & Information Technology
39013,16371,4497,90.0,A+,Faculty of Computer Science & Information Technology
39014,16374,4497,79.0,A-,Faculty of Computer Science & Information Technology
39015,16376,4497,70.0,B+,Faculty of Computer Science & Information Technology
39016,16377,4497,72.0,B+,Faculty of Computer Science & Information Technology
39017,16381,4497,82.0,A,Faculty of Computer Science & Information Technology
39018,16382,4497,83.0,A,Faculty of Computer Science & Information Technology
39019,16386,4497,80.0,A,Faculty of Computer Science & Information Technology
39020,16391,4497,70.0,B+,Faculty of Computer Science & Information Technology
39021,16392,4497,84.0,A,Faculty of Computer Science & Information Technology
39022,16395,4497,62.0,B-,Faculty of Computer Science & Information Technology
39023,16406,4497,66.0,B,Faculty of Computer Science & Information Technology
39024,16407,4497,76.0,A-,Faculty of Computer Science & Information Technology
39025,16408,4497,84.0,A,Faculty of Computer Science & Information Technology
39026,16409,4497,82.0,A,Faculty of Computer Science & Information Technology
39027,16412,4497,90.0,A+,Faculty of Computer Science & Information Technology
39028,16416,4497,75.0,A-,Faculty of Computer Science & Information Technology
39029,16423,4497,76.0,A-,Faculty of Computer Science & Information Technology
39030,16430,4497,83.0,A,Faculty of Computer Science & Information Technology
39031,16436,4497,86.0,A,Faculty of Computer Science & Information Technology
39032,16440,4497,88.0,A,Faculty of Computer Science & Information Technology
39033,16442,4497,87.0,A,Faculty of Computer Science & Information Technology
39034,18170,4497,76.0,A-,Faculty of Computer Science & Information Technology
39035,3367,1929,92.2,A+,Faculty of Languages and Linguistics
39036,3596,1929,86.4,A,Faculty of Languages and Linguistics
39037,4842,1929,74.2,B+,Faculty of Languages and Linguistics
39038,5013,1929,60.3,B-,Faculty of Languages and Linguistics
39039,5018,1929,77.6,A-,Faculty of Languages and Linguistics
39040,5019,1929,71.0,B+,Faculty of Languages and Linguistics
39041,5341,1929,65.3,B,Faculty of Languages and Linguistics
39042,5519,1929,79.9,A,Faculty of Languages and Linguistics
39043,5554,1929,81.6,A,Faculty of Languages and Linguistics
39044,8240,1929,94.7,A+,Faculty of Languages and Linguistics
39045,8241,1929,93.9,A+,Faculty of Languages and Linguistics
39046,8823,1929,65.0,B,Faculty of Languages and Linguistics
39047,8825,1929,85.6,A,Faculty of Languages and Linguistics
39048,12081,1929,82.0,A,Faculty of Languages and Linguistics
39049,12311,1929,50.6,C,Faculty of Languages and Linguistics
39050,13581,1929,88.4,A,Faculty of Languages and Linguistics
39051,13582,1929,91.1,A+,Faculty of Languages and Linguistics
39052,13837,1929,75.3,A-,Faculty of Languages and Linguistics
39053,14474,1929,70.5,B+,Faculty of Languages and Linguistics
39054,14600,1929,85.8,A,Faculty of Languages and Linguistics
39055,14604,1929,69.9,B+,Faculty of Languages and Linguistics
39056,14876,1929,76.2,A-,Faculty of Languages and Linguistics
39057,14877,1929,90.0,A+,Faculty of Languages and Linguistics
39058,14878,1929,62.8,B-,Faculty of Languages and Linguistics
39059,14879,1929,91.0,A+,Faculty of Languages and Linguistics
39060,15094,1929,92.3,A+,Faculty of Languages and Linguistics
39061,15475,1929,86.2,A,Faculty of Languages and Linguistics
39062,15482,1929,82.7,A,Faculty of Languages and Linguistics
39063,15777,1929,69.6,B+,Faculty of Languages and Linguistics
39064,16115,1929,60.4,B-,Faculty of Languages and Linguistics
39065,16136,1929,81.3,A,Faculty of Languages and Linguistics
39066,16180,1929,86.9,A,Faculty of Languages and Linguistics
39067,16260,1929,83.1,A,Faculty of Languages and Linguistics
39068,16300,1929,91.0,A+,Faculty of Languages and Linguistics
39069,16457,1929,62.1,B-,Faculty of Languages and Linguistics
39070,16481,1929,84.4,A,Faculty of Languages and Linguistics
39071,16485,1929,82.2,A,Faculty of Languages and Linguistics
39072,16506,1929,90.2,A+,Faculty of Languages and Linguistics
39073,16522,1929,79.6,A,Faculty of Languages and Linguistics
39074,16632,1929,66.6,B,Faculty of Languages and Linguistics
39075,16924,1929,70.3,B+,Faculty of Languages and Linguistics
39076,16980,1929,59.8,B-,Faculty of Languages and Linguistics
39077,17014,1929,87.0,A,Faculty of Languages and Linguistics
39078,17197,1929,0.0,W2,Faculty of Languages and Linguistics
39079,17199,1929,83.7,A,Faculty of Languages and Linguistics
39080,17354,1929,82.8,A,Faculty of Languages and Linguistics
39081,17437,1929,50.0,C,Faculty of Languages and Linguistics
39082,17529,1929,85.2,A,Faculty of Languages and Linguistics
39083,17531,1929,83.9,A,Faculty of Languages and Linguistics
39084,18112,1929,60.0,B-,Faculty of Languages and Linguistics
39085,18208,1929,82.5,A,Faculty of Languages and Linguistics
39086,19226,1929,55.1,C+,Faculty of Languages and Linguistics
39087,20372,1929,88.1,A,Faculty of Languages and Linguistics
39088,20373,1929,90.4,A+,Faculty of Languages and Linguistics
39089,20374,1929,84.7,A,Faculty of Languages and Linguistics
39090,20376,1929,86.2,A,Faculty of Languages and Linguistics
39091,24303,1929,92.2,A+,Faculty of Languages and Linguistics
39092,24475,1929,91.6,A+,Faculty of Languages and Linguistics
39093,24479,1929,92.2,A+,Faculty of Languages and Linguistics
39094,24521,1929,95.3,A+,Faculty of Languages and Linguistics
39095,24929,1929,96.3,A+,Faculty of Languages and Linguistics
39096,24943,1929,95.9,A+,Faculty of Languages and Linguistics
39097,25070,1929,65.4,B,Faculty of Languages and Linguistics
39098,25107,1929,61.1,B-,Faculty of Languages and Linguistics
39099,25137,1929,53.2,C,Faculty of Languages and Linguistics
39100,25148,1929,45.0,C-,Faculty of Languages and Linguistics
39101,25150,1929,93.2,A+,Faculty of Languages and Linguistics
39102,25151,1929,93.0,A+,Faculty of Languages and Linguistics
39103,25152,1929,0.0,W,Faculty of Languages and Linguistics
39104,25153,1929,0.0,W,Faculty of Languages and Linguistics
39105,25156,1929,85.8,A,Faculty of Languages and Linguistics
39106,25158,1929,75.4,A-,Faculty of Languages and Linguistics
39107,25204,1929,92.9,A+,Faculty of Languages and Linguistics
39108,25210,1929,55.4,C+,Faculty of Languages and Linguistics
39109,25211,1929,67.6,B,Faculty of Languages and Linguistics
39110,25212,1929,31.4,F,Faculty of Languages and Linguistics
39111,25213,1929,90.4,A+,Faculty of Languages and Linguistics
39112,25214,1929,72.8,B+,Faculty of Languages and Linguistics
39113,25224,1929,85.1,A,Faculty of Languages and Linguistics
39114,25230,1929,67.0,B,Faculty of Languages and Linguistics
39115,25231,1929,87.9,A,Faculty of Languages and Linguistics
39116,25232,1929,85.7,A,Faculty of Languages and Linguistics
39117,25272,1929,0.0,F,Faculty of Languages and Linguistics
39118,25273,1929,56.6,C+,Faculty of Languages and Linguistics
39119,25286,1929,56.8,C+,Faculty of Languages and Linguistics
39120,25287,1929,61.8,B-,Faculty of Languages and Linguistics
39121,25305,1929,81.2,A,Faculty of Languages and Linguistics
39122,25307,1929,79.9,A,Faculty of Languages and Linguistics
39123,25322,1929,55.1,C+,Faculty of Languages and Linguistics
39124,25330,1929,57.7,C+,Faculty of Languages and Linguistics
39125,25337,1929,92.0,A+,Faculty of Languages and Linguistics
39126,25338,1929,90.0,A+,Faculty of Languages and Linguistics
39127,25339,1929,90.0,A+,Faculty of Languages and Linguistics
39128,25340,1929,56.2,C+,Faculty of Languages and Linguistics
39129,25343,1929,69.7,B+,Faculty of Languages and Linguistics
39130,25345,1929,95.4,A+,Faculty of Languages and Linguistics
39131,25346,1929,66.6,B,Faculty of Languages and Linguistics
39132,25347,1929,28.2,F,Faculty of Languages and Linguistics
39133,25348,1929,95.8,A+,Faculty of Languages and Linguistics
39134,25350,1929,54.5,C+,Faculty of Languages and Linguistics
39135,25351,1929,95.2,A+,Faculty of Languages and Linguistics
39136,25359,1929,75.4,A-,Faculty of Languages and Linguistics
39137,25360,1929,53.0,C,Faculty of Languages and Linguistics
39138,25361,1929,0.0,W1,Faculty of Languages and Linguistics
39139,25365,1929,69.8,B+,Faculty of Languages and Linguistics
39140,25366,1929,65.9,B,Faculty of Languages and Linguistics
39141,25368,1929,71.2,B+,Faculty of Languages and Linguistics
39142,25371,1929,55.1,C+,Faculty of Languages and Linguistics
39143,25372,1929,75.6,A-,Faculty of Languages and Linguistics
39144,25401,1929,71.2,B+,Faculty of Languages and Linguistics
39145,25409,1929,92.1,A+,Faculty of Languages and Linguistics
39146,25422,1929,91.0,A+,Faculty of Languages and Linguistics
39147,3371,3882,74.5,A-,Faculty of Engineering
39148,4420,3882,71.5,B+,Faculty of Engineering
39149,4472,3882,64.5,B,Faculty of Engineering
39150,4726,3882,77.5,A-,Faculty of Engineering
39151,5757,3882,41.0,D+,Faculty of Engineering
39152,5766,3882,66.0,B,Faculty of Engineering
39153,5769,3882,67.0,B,Faculty of Engineering
39154,5771,3882,67.5,B,Faculty of Engineering
39155,5772,3882,67.5,B,Faculty of Engineering
39156,5773,3882,60.0,B-,Faculty of Engineering
39157,5774,3882,76.5,A-,Faculty of Engineering
39158,5775,3882,69.5,B+,Faculty of Engineering
39159,5776,3882,64.5,B,Faculty of Engineering
39160,5777,3882,62.5,B-,Faculty of Engineering
39161,10002,3882,80.5,A,Faculty of Engineering
39162,10902,3882,59.5,B-,Faculty of Engineering
39163,11314,3882,69.5,B+,Faculty of Engineering
39164,12365,3882,74.5,A-,Faculty of Engineering
39165,13443,3882,60.5,B-,Faculty of Engineering
39166,13452,3882,83.5,A,Faculty of Engineering
39167,13461,3882,63.0,B-,Faculty of Engineering
39168,13875,3882,77.5,A-,Faculty of Engineering
39169,16344,3882,65.0,B,Faculty of Engineering
39170,16362,3882,64.5,B,Faculty of Engineering
39171,16904,3882,84.5,A,Faculty of Engineering
39172,17209,3882,74.5,A-,Faculty of Engineering
39173,18034,3882,79.5,A,Faculty of Engineering
39174,18268,3882,80.0,A,Faculty of Engineering
39175,3371,4527,73.5,B+,Faculty of Computer Science & Information Technology
39176,3374,4527,83.5,A,Faculty of Computer Science & Information Technology
39177,3381,4527,69.5,B+,Faculty of Computer Science & Information Technology
39178,3403,4527,75.5,A-,Faculty of Computer Science & Information Technology
39179,3411,4527,83.5,A,Faculty of Computer Science & Information Technology
39180,3477,4527,81.0,A,Faculty of Computer Science & Information Technology
39181,3480,4527,76.5,A-,Faculty of Computer Science & Information Technology
39182,3489,4527,71.5,B+,Faculty of Computer Science & Information Technology
39183,3504,4527,82.5,A,Faculty of Computer Science & Information Technology
39184,3507,4527,77.0,A-,Faculty of Computer Science & Information Technology
39185,3510,4527,82.0,A,Faculty of Computer Science & Information Technology
39186,3526,4527,82.0,A,Faculty of Computer Science & Information Technology
39187,3528,4527,76.0,A-,Faculty of Computer Science & Information Technology
39188,3529,4527,82.0,A,Faculty of Computer Science & Information Technology
39189,3530,4527,85.0,A,Faculty of Computer Science & Information Technology
39190,3542,4527,76.5,A-,Faculty of Computer Science & Information Technology
39191,3546,4527,70.5,B+,Faculty of Computer Science & Information Technology
39192,3571,4527,77.0,A-,Faculty of Computer Science & Information Technology
39193,3576,4527,80.5,A,Faculty of Computer Science & Information Technology
39194,3593,4527,64.5,B,Faculty of Computer Science & Information Technology
39195,3596,4527,93.0,A+,Faculty of Computer Science & Information Technology
39196,16270,4527,75.0,A-,Faculty of Computer Science & Information Technology
39197,16283,4527,71.0,B+,Faculty of Computer Science & Information Technology
39198,16290,4527,81.0,A,Faculty of Computer Science & Information Technology
39199,16300,4527,88.0,A,Faculty of Computer Science & Information Technology
39200,16308,4527,67.0,B,Faculty of Computer Science & Information Technology
39201,16310,4527,78.0,A-,Faculty of Computer Science & Information Technology
39202,16315,4527,76.0,A-,Faculty of Computer Science & Information Technology
39203,16318,4527,74.5,A-,Faculty of Computer Science & Information Technology
39204,16343,4527,83.5,A,Faculty of Computer Science & Information Technology
39205,16346,4527,82.0,A,Faculty of Computer Science & Information Technology
39206,16372,4527,75.5,A-,Faculty of Computer Science & Information Technology
39207,16396,4527,72.0,B+,Faculty of Computer Science & Information Technology
39208,16399,4527,72.5,B+,Faculty of Computer Science & Information Technology
39209,16445,4527,73.0,B+,Faculty of Computer Science & Information Technology
39210,18454,4527,69.5,B+,Faculty of Computer Science & Information Technology
39211,24349,4527,83.5,A,Faculty of Computer Science & Information Technology
39212,3377,4538,75.0,A-,Faculty of Computer Science & Information Technology
39213,3388,4538,74.99,A-,Faculty of Computer Science & Information Technology
39214,3401,4538,72.49,B+,Faculty of Computer Science & Information Technology
39215,3412,4538,78.24,A-,Faculty of Computer Science & Information Technology
39216,3418,4538,85.32,A,Faculty of Computer Science & Information Technology
39217,3422,4538,70.0,B+,Faculty of Computer Science & Information Technology
39218,3424,4538,75.0,A-,Faculty of Computer Science & Information Technology
39219,3426,4538,86.95,A,Faculty of Computer Science & Information Technology
39220,3429,4538,88.89,A,Faculty of Computer Science & Information Technology
39221,3431,4538,69.65,B+,Faculty of Computer Science & Information Technology
39222,3445,4538,73.75,B+,Faculty of Computer Science & Information Technology
39223,3449,4538,73.03,B+,Faculty of Computer Science & Information Technology
39224,3456,4538,66.85,B,Faculty of Computer Science & Information Technology
39225,3461,4538,73.99,B+,Faculty of Computer Science & Information Technology
39226,3464,4538,70.65,B+,Faculty of Computer Science & Information Technology
39227,3466,4538,82.05,A,Faculty of Computer Science & Information Technology
39228,3467,4538,89.7,A+,Faculty of Computer Science & Information Technology
39229,3468,4538,64.04,B-,Faculty of Computer Science & Information Technology
39230,3469,4538,81.68,A,Faculty of Computer Science & Information Technology
39231,3475,4538,78.8,A-,Faculty of Computer Science & Information Technology
39232,3484,4538,65.05,B,Faculty of Computer Science & Information Technology
39233,3517,4538,77.35,A-,Faculty of Computer Science & Information Technology
39234,3533,4538,62.4,B-,Faculty of Computer Science & Information Technology
39235,3549,4538,81.09,A,Faculty of Computer Science & Information Technology
39236,3552,4538,80.6,A,Faculty of Computer Science & Information Technology
39237,3586,4538,57.46,C+,Faculty of Computer Science & Information Technology
39238,3605,4538,67.44,B,Faculty of Computer Science & Information Technology
39239,3642,4538,78.18,A-,Faculty of Computer Science & Information Technology
39240,16321,4538,68.06,B,Faculty of Computer Science & Information Technology
39241,16332,4538,84.89,A,Faculty of Computer Science & Information Technology
39242,16336,4538,63.98,B-,Faculty of Computer Science & Information Technology
39243,16341,4538,53.91,C,Faculty of Computer Science & Information Technology
39244,16342,4538,78.32,A-,Faculty of Computer Science & Information Technology
39245,16345,4538,62.29,B-,Faculty of Computer Science & Information Technology
39246,16353,4538,89.75,A+,Faculty of Computer Science & Information Technology
39247,16357,4538,68.95,B,Faculty of Computer Science & Information Technology
39248,16383,4538,61.43,B-,Faculty of Computer Science & Information Technology
39249,16384,4538,77.25,A-,Faculty of Computer Science & Information Technology
39250,16387,4538,77.25,A-,Faculty of Computer Science & Information Technology
39251,16388,4538,57.99,C+,Faculty of Computer Science & Information Technology
39252,16389,4538,67.92,B,Faculty of Computer Science & Information Technology
39253,16398,4538,75.37,A-,Faculty of Computer Science & Information Technology
39254,16400,4538,75.32,A-,Faculty of Computer Science & Information Technology
39255,16403,4538,70.2,B+,Faculty of Computer Science & Information Technology
39256,16421,4538,62.84,B-,Faculty of Computer Science & Information Technology
39257,16422,4538,76.94,A-,Faculty of Computer Science & Information Technology
39258,16427,4538,77.95,A-,Faculty of Computer Science & Information Technology
39259,16428,4538,65.24,B,Faculty of Computer Science & Information Technology
39260,16429,4538,74.0,B+,Faculty of Computer Science & Information Technology
39261,16433,4538,56.89,C+,Faculty of Computer Science & Information Technology
39262,16434,4538,73.5,B+,Faculty of Computer Science & Information Technology
39263,16435,4538,55.9,C+,Faculty of Computer Science & Information Technology
39264,18460,4538,50.0,C,Faculty of Computer Science & Information Technology
39265,3377,4500,66.8,B,Faculty of Computer Science & Information Technology
39266,3401,4500,56.33,C+,Faculty of Computer Science & Information Technology
39267,3412,4500,75.2,A-,Faculty of Computer Science & Information Technology
39268,3418,4500,79.63,A,Faculty of Computer Science & Information Technology
39269,3422,4500,75.87,A-,Faculty of Computer Science & Information Technology
39270,3424,4500,83.07,A,Faculty of Computer Science & Information Technology
39271,3426,4500,88.27,A,Faculty of Computer Science & Information Technology
39272,3429,4500,85.27,A,Faculty of Computer Science & Information Technology
39273,3431,4500,73.4,B+,Faculty of Computer Science & Information Technology
39274,3445,4500,66.6,B,Faculty of Computer Science & Information Technology
39275,3449,4500,64.95,B,Faculty of Computer Science & Information Technology
39276,3456,4500,70.17,B+,Faculty of Computer Science & Information Technology
39277,3461,4500,64.83,B,Faculty of Computer Science & Information Technology
39278,3464,4500,72.27,B+,Faculty of Computer Science & Information Technology
39279,3466,4500,70.77,B+,Faculty of Computer Science & Information Technology
39280,3467,4500,84.37,A,Faculty of Computer Science & Information Technology
39281,3468,4500,64.67,B,Faculty of Computer Science & Information Technology
39282,3469,4500,80.47,A,Faculty of Computer Science & Information Technology
39283,3475,4500,83.5,A,Faculty of Computer Science & Information Technology
39284,3484,4500,52.93,C,Faculty of Computer Science & Information Technology
39285,3517,4500,74.9,A-,Faculty of Computer Science & Information Technology
39286,3533,4500,59.53,B-,Faculty of Computer Science & Information Technology
39287,3549,4500,69.92,B+,Faculty of Computer Science & Information Technology
39288,3552,4500,70.53,B+,Faculty of Computer Science & Information Technology
39289,3586,4500,39.25,D,Faculty of Computer Science & Information Technology
39290,3605,4500,56.6,C+,Faculty of Computer Science & Information Technology
39291,3642,4500,60.9,B-,Faculty of Computer Science & Information Technology
39292,16321,4500,69.8,B+,Faculty of Computer Science & Information Technology
39293,16332,4500,80.8,A,Faculty of Computer Science & Information Technology
39294,16341,4500,33.8,F,Faculty of Computer Science & Information Technology
39295,16342,4500,72.67,B+,Faculty of Computer Science & Information Technology
39296,16345,4500,44.95,C-,Faculty of Computer Science & Information Technology
39297,16353,4500,78.3,A-,Faculty of Computer Science & Information Technology
39298,16357,4500,60.1,B-,Faculty of Computer Science & Information Technology
39299,16384,4500,75.5,A-,Faculty of Computer Science & Information Technology
39300,16387,4500,66.8,B,Faculty of Computer Science & Information Technology
39301,16388,4500,59.5,B-,Faculty of Computer Science & Information Technology
39302,16389,4500,53.4,C,Faculty of Computer Science & Information Technology
39303,16398,4500,60.3,B-,Faculty of Computer Science & Information Technology
39304,16400,4500,74.93,A-,Faculty of Computer Science & Information Technology
39305,16403,4500,69.1,B,Faculty of Computer Science & Information Technology
39306,16421,4500,59.63,B-,Faculty of Computer Science & Information Technology
39307,16422,4500,68.43,B,Faculty of Computer Science & Information Technology
39308,16427,4500,79.9,A,Faculty of Computer Science & Information Technology
39309,16428,4500,40.35,D+,Faculty of Computer Science & Information Technology
39310,16429,4500,70.4,B+,Faculty of Computer Science & Information Technology
39311,16434,4500,60.2,B-,Faculty of Computer Science & Information Technology
39312,16435,4500,55.4,C+,Faculty of Computer Science & Information Technology
39313,3395,4498,75.33,A-,Faculty of Computer Science & Information Technology
39314,5357,4498,86.25,A,Faculty of Computer Science & Information Technology
39315,5358,4498,75.83,A-,Faculty of Computer Science & Information Technology
39316,5359,4498,70.5,B+,Faculty of Computer Science & Information Technology
39317,5360,4498,73.33,B+,Faculty of Computer Science & Information Technology
39318,5361,4498,64.83,B,Faculty of Computer Science & Information Technology
39319,5362,4498,60.0,B-,Faculty of Computer Science & Information Technology
39320,5363,4498,98.33,A+,Faculty of Computer Science & Information Technology
39321,5364,4498,83.5,A,Faculty of Computer Science & Information Technology
39322,5365,4498,78.0,A-,Faculty of Computer Science & Information Technology
39323,5366,4498,87.08,A,Faculty of Computer Science & Information Technology
39324,5367,4498,89.92,A+,Faculty of Computer Science & Information Technology
39325,5368,4498,93.08,A+,Faculty of Computer Science & Information Technology
39326,5369,4498,72.17,B+,Faculty of Computer Science & Information Technology
39327,5370,4498,83.67,A,Faculty of Computer Science & Information Technology
39328,5371,4498,91.42,A+,Faculty of Computer Science & Information Technology
39329,5372,4498,73.34,W2,Faculty of Computer Science & Information Technology
39330,5373,4498,83.33,A,Faculty of Computer Science & Information Technology
39331,5374,4498,77.0,A-,Faculty of Computer Science & Information Technology
39332,5376,4498,98.75,A+,Faculty of Computer Science & Information Technology
39333,5377,4498,79.83,A,Faculty of Computer Science & Information Technology
39334,5378,4498,72.5,B+,Faculty of Computer Science & Information Technology
39335,5379,4498,87.0,A,Faculty of Computer Science & Information Technology
39336,5380,4498,77.5,A-,Faculty of Computer Science & Information Technology
39337,5381,4498,92.17,A+,Faculty of Computer Science & Information Technology
39338,5382,4498,96.75,A+,Faculty of Computer Science & Information Technology
39339,5383,4498,79.0,A-,Faculty of Computer Science & Information Technology
39340,5384,4498,82.25,A,Faculty of Computer Science & Information Technology
39341,5385,4498,85.83,A,Faculty of Computer Science & Information Technology
39342,5386,4498,80.67,A,Faculty of Computer Science & Information Technology
39343,5387,4498,74.83,A-,Faculty of Computer Science & Information Technology
39344,5388,4498,83.0,A,Faculty of Computer Science & Information Technology
39345,5389,4498,71.17,B+,Faculty of Computer Science & Information Technology
39346,5390,4498,94.08,A+,Faculty of Computer Science & Information Technology
39347,5391,4498,85.75,A,Faculty of Computer Science & Information Technology
39348,5392,4498,78.83,A-,Faculty of Computer Science & Information Technology
39349,5393,4498,72.5,B+,Faculty of Computer Science & Information Technology
39350,5394,4498,99.17,A+,Faculty of Computer Science & Information Technology
39351,5395,4498,84.67,A,Faculty of Computer Science & Information Technology
39352,5396,4498,77.0,A-,Faculty of Computer Science & Information Technology
39353,5397,4498,70.17,B+,Faculty of Computer Science & Information Technology
39354,5398,4498,84.0,A,Faculty of Computer Science & Information Technology
39355,5399,4498,74.17,B+,Faculty of Computer Science & Information Technology
39356,5400,4498,87.5,A,Faculty of Computer Science & Information Technology
39357,5401,4498,75.42,A-,Faculty of Computer Science & Information Technology
39358,5402,4498,74.67,A-,Faculty of Computer Science & Information Technology
39359,5403,4498,87.17,A,Faculty of Computer Science & Information Technology
39360,5404,4498,34.5,D,Faculty of Computer Science & Information Technology
39361,5405,4498,96.83,A+,Faculty of Computer Science & Information Technology
39362,5406,4498,88.0,A,Faculty of Computer Science & Information Technology
39363,5407,4498,89.83,A+,Faculty of Computer Science & Information Technology
39364,5408,4498,86.83,A,Faculty of Computer Science & Information Technology
39365,5409,4498,87.42,A,Faculty of Computer Science & Information Technology
39366,5410,4498,93.17,A+,Faculty of Computer Science & Information Technology
39367,5411,4498,71.33,B+,Faculty of Computer Science & Information Technology
39368,5412,4498,86.5,A,Faculty of Computer Science & Information Technology
39369,5413,4498,93.25,A+,Faculty of Computer Science & Information Technology
39370,5414,4498,92.58,A+,Faculty of Computer Science & Information Technology
39371,5415,4498,85.92,A,Faculty of Computer Science & Information Technology
39372,5416,4498,86.08,A,Faculty of Computer Science & Information Technology
39373,5417,4498,97.58,A+,Faculty of Computer Science & Information Technology
39374,5418,4498,89.33,A,Faculty of Computer Science & Information Technology
39375,5419,4498,99.83,A+,Faculty of Computer Science & Information Technology
39376,5420,4498,100.0,A+,Faculty of Computer Science & Information Technology
39377,5421,4498,87.67,A,Faculty of Computer Science & Information Technology
39378,5422,4498,79.5,A,Faculty of Computer Science & Information Technology
39379,5423,4498,63.58,B-,Faculty of Computer Science & Information Technology
39380,5424,4498,99.58,A+,Faculty of Computer Science & Information Technology
39381,5425,4498,86.16,A,Faculty of Computer Science & Information Technology
39382,5426,4498,83.17,A,Faculty of Computer Science & Information Technology
39383,5427,4498,77.83,A-,Faculty of Computer Science & Information Technology
39384,5428,4498,75.0,A-,Faculty of Computer Science & Information Technology
39385,5429,4498,80.58,A,Faculty of Computer Science & Information Technology
39386,5430,4498,95.0,A+,Faculty of Computer Science & Information Technology
39387,5431,4498,86.25,A,Faculty of Computer Science & Information Technology
39388,5432,4498,84.5,A,Faculty of Computer Science & Information Technology
39389,5433,4498,87.0,A,Faculty of Computer Science & Information Technology
39390,5434,4498,65.84,B,Faculty of Computer Science & Information Technology
39391,5435,4498,83.0,A,Faculty of Computer Science & Information Technology
39392,5437,4498,80.0,W2,Faculty of Computer Science & Information Technology
39393,5438,4498,98.0,A+,Faculty of Computer Science & Information Technology
39394,5439,4498,85.5,A,Faculty of Computer Science & Information Technology
39395,5440,4498,87.5,A,Faculty of Computer Science & Information Technology
39396,5441,4498,94.83,A+,Faculty of Computer Science & Information Technology
39397,5442,4498,87.67,A,Faculty of Computer Science & Information Technology
39398,5443,4498,81.5,A,Faculty of Computer Science & Information Technology
39399,5444,4498,79.33,A-,Faculty of Computer Science & Information Technology
39400,5445,4498,100.0,A+,Faculty of Computer Science & Information Technology
39401,5446,4498,75.83,A-,Faculty of Computer Science & Information Technology
39402,5447,4498,79.5,A,Faculty of Computer Science & Information Technology
39403,5448,4498,88.92,A,Faculty of Computer Science & Information Technology
39404,5449,4498,90.0,A+,Faculty of Computer Science & Information Technology
39405,5450,4498,96.0,A+,Faculty of Computer Science & Information Technology
