,userid,number_of_courses,average_marks,average_login,weekend_login,weekday_login,midnight_login,early_morning_login,late_morning_login,afternoon_login,evening_login,night_login,no_of_viewed_courses,no_of_attendance_taken,no_of_all_files_downloaded,no_of_assignments,no_of_forum_created,number_of_quizzes,no_of_quizzes_completed,no_of_quizzes_attempt
8791,11944.0,7.0,78.11428571428571,15.285714285714286,2.0,13.285714285714286,5.857142857142857,2.7142857142857144,0.4285714285714285,4.142857142857143,1.5714285714285714,0.5714285714285714,51.285714285714285,0.5714285714285714,0.0,0.5714285714285714,0.0,0.2857142857142857,0.1428571428571428,7.571428571428571
8792,11945.0,7.0,74.44285714285714,5.857142857142857,1.1428571428571428,4.714285714285714,2.142857142857143,1.1428571428571428,0.5714285714285714,1.2857142857142858,0.7142857142857143,0.0,15.0,0.4285714285714285,0.0,0.8571428571428571,0.1428571428571428,0.0,0.0,0.0
8793,11946.0,7.0,68.28571428571429,10.0,1.1428571428571428,8.857142857142858,3.4285714285714284,2.142857142857143,0.4285714285714285,2.571428571428572,0.8571428571428571,0.5714285714285714,44.57142857142857,0.5714285714285714,0.0,0.4285714285714285,0.0,0.0,0.0,0.0
8794,11947.0,6.0,59.12166666666667,6.166666666666667,1.0,5.166666666666667,1.5,1.0,0.6666666666666666,1.8333333333333333,1.1666666666666667,0.0,28.166666666666668,0.3333333333333333,0.0,0.6666666666666666,0.0,1.3333333333333333,0.3333333333333333,9.166666666666666
8795,11948.0,6.0,69.85,14.5,1.5,13.0,4.333333333333333,3.5,1.1666666666666667,4.5,0.1666666666666666,0.8333333333333334,68.5,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.1666666666666666,10.0
8796,11949.0,7.0,80.04285714285713,15.428571428571429,2.857142857142857,12.571428571428571,3.2857142857142856,2.142857142857143,1.4285714285714286,6.428571428571429,1.7142857142857142,0.4285714285714285,52.42857142857143,0.5714285714285714,0.0,1.4285714285714286,0.0,0.0,0.0,0.0
8797,11950.0,7.0,77.54285714285713,16.285714285714285,3.4285714285714284,12.857142857142858,4.142857142857143,4.285714285714286,1.0,6.285714285714286,0.5714285714285714,0.0,55.85714285714285,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,0.0
8798,11951.0,6.0,77.76666666666667,15.333333333333334,3.0,12.333333333333334,1.8333333333333333,3.8333333333333335,1.3333333333333333,6.666666666666667,1.6666666666666667,0.0,61.66666666666666,0.6666666666666666,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,7.0
8799,11952.0,7.0,73.42857142857143,16.428571428571427,4.857142857142857,11.571428571428571,4.714285714285714,3.0,1.5714285714285714,4.285714285714286,2.142857142857143,0.7142857142857143,41.71428571428572,0.4285714285714285,0.0,1.1428571428571428,0.0,0.0,0.0,0.0
8800,11953.0,7.0,70.30142857142857,9.857142857142858,2.0,7.857142857142857,2.7142857142857144,2.142857142857143,0.5714285714285714,3.2857142857142856,1.0,0.1428571428571428,26.0,0.2857142857142857,0.0,0.5714285714285714,0.2857142857142857,0.1428571428571428,0.1428571428571428,9.142857142857142
8801,11954.0,7.0,77.05857142857144,16.857142857142858,3.7142857142857135,13.142857142857142,7.0,3.857142857142857,1.5714285714285714,3.4285714285714284,0.8571428571428571,0.1428571428571428,41.285714285714285,0.4285714285714285,0.0,1.1428571428571428,0.0,0.2857142857142857,0.1428571428571428,5.714285714285714
8802,11955.0,6.0,74.03333333333333,13.666666666666666,2.1666666666666665,11.5,3.1666666666666665,3.6666666666666665,1.5,3.1666666666666665,1.8333333333333333,0.3333333333333333,52.0,0.5,0.0,0.5,0.0,0.1666666666666666,0.1666666666666666,6.666666666666667
8803,11956.0,7.0,79.55285714285715,14.428571428571429,2.7142857142857144,11.714285714285714,4.714285714285714,2.2857142857142856,1.2857142857142858,3.7142857142857135,2.142857142857143,0.2857142857142857,39.57142857142857,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,0.0
8804,11957.0,6.0,72.21666666666667,6.333333333333333,0.6666666666666666,5.666666666666667,2.0,1.5,0.1666666666666666,2.1666666666666665,0.5,0.0,23.33333333333333,0.5,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,4.833333333333333
8805,11958.0,7.0,73.22857142857141,22.142857142857142,3.857142857142857,18.285714285714285,7.142857142857143,5.428571428571429,1.8571428571428568,6.142857142857143,1.2857142857142858,0.2857142857142857,106.28571428571428,0.4285714285714285,0.0,0.5714285714285714,0.0,0.5714285714285714,0.1428571428571428,2.857142857142857
8806,11959.0,7.0,71.47285714285714,10.0,1.7142857142857142,8.285714285714286,3.0,3.4285714285714284,0.4285714285714285,2.571428571428572,0.4285714285714285,0.1428571428571428,52.142857142857146,0.5714285714285714,0.0,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.1428571428571428,2.857142857142857
8807,11960.0,6.0,80.75,17.833333333333332,4.0,13.833333333333334,7.666666666666667,4.833333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,56.833333333333336,0.5,0.0,0.5,0.0,0.3333333333333333,0.1666666666666666,4.0
8808,11961.0,8.0,72.46625,23.875,4.5,19.375,5.875,4.875,2.25,8.0,2.375,0.5,104.875,0.375,0.0,0.625,0.0,2.0,0.625,28.375
8809,11962.0,7.0,68.5,12.857142857142858,1.0,11.857142857142858,4.857142857142857,3.0,1.4285714285714286,2.7142857142857144,0.5714285714285714,0.2857142857142857,37.71428571428572,0.4285714285714285,0.0,1.2857142857142858,0.0,0.0,0.0,0.0
8810,11963.0,7.0,75.68571428571428,13.428571428571429,0.7142857142857143,12.714285714285714,6.428571428571429,4.857142857142857,1.2857142857142858,0.5714285714285714,0.0,0.2857142857142857,37.142857142857146,0.5714285714285714,0.1428571428571428,0.5714285714285714,0.0,3.0,1.8571428571428568,6.571428571428571
8811,11964.0,7.0,72.3142857142857,8.428571428571429,1.1428571428571428,7.285714285714286,2.142857142857143,2.2857142857142856,1.0,2.4285714285714284,0.5714285714285714,0.0,29.285714285714285,0.5714285714285714,0.0,0.5714285714285714,0.0,0.2857142857142857,0.1428571428571428,3.571428571428572
8812,11965.0,6.0,73.89999999999999,26.33333333333333,4.333333333333333,22.0,7.5,6.666666666666667,3.8333333333333335,5.666666666666667,2.5,0.1666666666666666,62.5,0.6666666666666666,0.0,0.5,0.0,0.1666666666666666,0.1666666666666666,7.166666666666667
8813,11966.0,7.0,76.82857142857142,11.0,2.142857142857143,8.857142857142858,3.4285714285714284,2.857142857142857,1.5714285714285714,2.0,0.7142857142857143,0.4285714285714285,28.714285714285715,0.4285714285714285,0.0,0.8571428571428571,0.0,0.4285714285714285,0.1428571428571428,6.285714285714286
8814,11967.0,6.0,50.06666666666667,7.333333333333333,0.8333333333333334,6.5,2.1666666666666665,2.6666666666666665,1.1666666666666667,1.3333333333333333,0.0,0.0,22.0,0.3333333333333333,0.0,0.5,0.0,1.3333333333333333,0.1666666666666666,4.833333333333333
8815,11968.0,6.0,82.89833333333333,26.166666666666668,3.0,23.166666666666668,9.0,12.0,0.8333333333333334,3.5,0.3333333333333333,0.5,130.5,1.1666666666666667,0.5,6.666666666666667,0.1666666666666666,0.0,0.0,0.0
8816,11971.0,7.0,79.2,28.428571428571427,7.714285714285714,20.714285714285715,10.142857142857142,3.4285714285714284,2.0,7.571428571428571,3.571428571428572,1.7142857142857142,149.85714285714286,0.4285714285714285,0.0,3.0,0.0,5.571428571428571,2.4285714285714284,2.7142857142857144
8817,11978.0,3.0,52.5,14.0,1.6666666666666667,12.333333333333334,2.6666666666666665,4.0,2.0,3.0,1.3333333333333333,1.0,47.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
8818,11987.0,7.0,67.94285714285715,15.0,2.857142857142857,12.142857142857142,5.714285714285714,4.285714285714286,1.0,2.857142857142857,0.7142857142857143,0.4285714285714285,53.71428571428572,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0
8819,11990.0,2.0,77.6,8.5,0.5,8.0,0.5,2.5,0.5,4.5,0.5,0.0,23.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
8820,11994.0,8.0,77.6,12.125,2.875,9.25,5.0,1.0,1.375,3.0,0.625,1.125,42.125,0.5,0.0,1.125,0.0,0.0,0.0,0.0
8821,11995.0,3.0,75.36666666666666,1.3333333333333333,0.0,1.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8822,11999.0,2.0,72.25,5.0,0.5,4.5,3.5,0.5,0.5,0.0,0.0,0.5,12.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8823,12007.0,5.0,86.64,9.8,3.2,6.6,2.8,2.6,0.4,3.4,0.4,0.2,58.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0
8824,12008.0,6.0,60.68333333333334,5.666666666666667,0.5,5.166666666666667,2.333333333333333,0.6666666666666666,0.0,2.5,0.1666666666666666,0.0,80.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0
8825,12009.0,6.0,75.41666666666667,7.0,1.1666666666666667,5.833333333333333,4.833333333333333,0.1666666666666666,0.6666666666666666,1.1666666666666667,0.1666666666666666,0.0,20.166666666666668,0.6666666666666666,0.3333333333333333,0.1666666666666666,0.0,1.3333333333333333,0.3333333333333333,13.166666666666666
8826,12010.0,5.0,74.46000000000001,9.0,1.8,7.2,3.4,1.8,0.6,2.4,0.6,0.2,22.6,0.4,0.0,0.6,0.0,1.4,0.6,14.4
8827,12011.0,9.0,78.41111111111111,14.666666666666666,1.3333333333333333,13.333333333333334,6.0,2.888888888888889,1.0,2.7777777777777777,0.3333333333333333,1.6666666666666667,52.11111111111112,0.3333333333333333,0.0,0.2222222222222222,0.0,1.0,0.1111111111111111,0.7777777777777778
8828,12012.0,8.0,69.34125,11.5,1.75,9.75,3.5,1.75,1.375,4.0,0.25,0.625,39.125,0.0,0.375,1.375,0.0,0.5,0.25,5.0
8829,12013.0,7.0,73.65714285714286,30.285714285714285,5.0,25.285714285714285,3.4285714285714284,7.0,3.857142857142857,7.428571428571429,3.2857142857142856,5.285714285714286,38.42857142857143,0.0,1.0,0.8571428571428571,0.0,0.0,0.0,0.0
8830,12014.0,9.0,75.85555555555555,13.88888888888889,3.111111111111111,10.77777777777778,3.111111111111111,2.4444444444444446,2.0,4.333333333333333,1.7777777777777777,0.2222222222222222,53.44444444444444,0.0,2.333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0
8831,12015.0,7.0,80.81428571428572,22.714285714285715,6.285714285714286,16.428571428571427,9.0,3.7142857142857135,3.2857142857142856,4.714285714285714,1.0,1.0,108.0,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,0.0
8832,12016.0,8.0,72.9875,10.0,1.875,8.125,2.25,1.625,1.875,3.75,0.25,0.25,58.0,0.0,0.375,0.75,0.0,0.0,0.0,0.0
8833,12017.0,6.0,76.89999999999999,36.0,5.666666666666667,30.33333333333333,12.666666666666666,7.666666666666667,6.0,7.666666666666667,1.8333333333333333,0.1666666666666666,187.83333333333331,0.6666666666666666,0.0,1.5,0.0,0.0,0.0,0.0
8834,12018.0,8.0,66.57499999999999,13.125,3.625,9.5,3.0,3.375,0.5,4.875,1.0,0.375,60.0,0.375,0.0,1.0,0.0,0.0,0.0,0.0
8835,12019.0,8.0,73.55,18.125,7.0,11.125,7.75,1.75,0.625,7.125,0.375,0.5,58.375,0.125,0.0,0.875,0.0,0.0,0.0,0.0
8836,12020.0,6.0,70.8,15.666666666666666,2.333333333333333,13.333333333333334,5.166666666666667,2.0,2.1666666666666665,5.0,0.1666666666666666,1.1666666666666667,53.833333333333336,0.0,0.0,3.5,0.0,0.0,0.0,0.0
8837,12021.0,5.0,67.06,32.6,6.2,26.4,8.8,5.8,2.2,12.4,2.8,0.6,198.6,0.0,0.0,3.0,0.2,9.2,1.4,8.0
8838,12022.0,7.0,83.36285714285714,25.0,4.285714285714286,20.714285714285715,7.571428571428571,8.285714285714286,2.0,5.0,1.4285714285714286,0.7142857142857143,156.85714285714286,0.0,0.0,2.0,0.2857142857142857,4.142857142857143,0.5714285714285714,4.857142857142857
8839,12023.0,8.0,76.40625,33.75,7.5,26.25,9.0,6.625,3.625,8.75,3.25,2.5,172.0,0.0,0.0,1.0,0.25,3.5,0.5,2.125
8840,12024.0,9.0,67.08666666666666,17.22222222222222,3.333333333333333,13.88888888888889,4.777777777777778,3.888888888888889,1.2222222222222223,4.111111111111111,2.111111111111111,1.1111111111111112,94.66666666666669,0.0,0.1111111111111111,1.4444444444444444,0.2222222222222222,5.333333333333333,2.111111111111111,3.888888888888889
8841,12025.0,8.0,65.2925,18.75,3.375,15.375,8.0,4.625,1.375,3.875,0.875,0.0,64.375,0.0,0.0,1.375,0.375,1.125,0.5,2.375
8842,12026.0,8.0,72.31625,21.125,4.875,16.25,6.25,5.125,2.5,7.125,0.0,0.125,181.125,0.0,0.0,1.875,0.375,3.5,0.5,2.75
8843,12027.0,8.0,74.42375,25.5,3.375,22.125,5.125,8.875,2.5,5.875,3.125,0.0,97.75,0.0,0.125,1.375,0.375,3.5,1.0,3.625
8844,12028.0,8.0,72.42125000000001,17.875,3.125,14.75,4.875,5.5,1.5,4.375,1.375,0.25,60.0,0.0,0.0,2.25,0.0,4.75,1.375,4.0
8845,12029.0,7.0,75.00142857142858,13.285714285714286,1.2857142857142858,12.0,5.142857142857143,4.285714285714286,2.142857142857143,1.4285714285714286,0.1428571428571428,0.1428571428571428,49.42857142857143,0.0,0.0,1.1428571428571428,0.1428571428571428,2.0,0.5714285714285714,1.4285714285714286
8846,12030.0,8.0,75.4625,16.0,3.5,12.5,3.25,4.875,1.125,4.125,2.25,0.375,48.25,0.0,0.0,0.625,0.125,2.5,0.625,3.375
8847,12031.0,7.0,65.15571428571428,17.142857142857142,3.4285714285714284,13.714285714285714,2.857142857142857,4.428571428571429,1.5714285714285714,5.0,2.857142857142857,0.4285714285714285,76.57142857142857,0.0,0.4285714285714285,1.7142857142857142,0.4285714285714285,3.571428571428572,0.5714285714285714,1.4285714285714286
8848,12032.0,9.0,70.76333333333334,9.444444444444445,1.1111111111111112,8.333333333333334,4.0,1.8888888888888888,0.2222222222222222,2.0,0.7777777777777778,0.5555555555555556,29.666666666666668,0.0,0.0,1.0,0.1111111111111111,2.0,1.0,2.555555555555556
8849,12033.0,7.0,75.77,30.0,6.142857142857143,23.857142857142858,11.0,9.285714285714286,1.8571428571428568,5.285714285714286,1.2857142857142858,1.2857142857142858,118.0,0.0,0.0,1.2857142857142858,0.1428571428571428,3.142857142857143,0.5714285714285714,4.571428571428571
8850,12034.0,8.0,83.0625,17.375,4.0,13.375,5.25,5.5,2.25,2.75,0.25,1.375,80.25,0.0,0.0,1.125,0.25,2.375,0.5,1.625
8851,12035.0,7.0,79.54142857142857,12.571428571428571,2.0,10.571428571428571,4.428571428571429,3.4285714285714284,0.4285714285714285,3.142857142857143,0.7142857142857143,0.4285714285714285,47.42857142857143,0.0,0.0,1.2857142857142858,0.2857142857142857,2.571428571428572,0.2857142857142857,2.2857142857142856
8852,12036.0,8.0,69.75375,22.0,3.125,18.875,8.125,4.5,1.875,5.875,0.625,1.0,135.375,0.0,0.125,1.875,0.5,3.75,0.5,2.75
8853,12037.0,7.0,85.08142857142856,36.57142857142857,7.714285714285714,28.857142857142858,15.428571428571429,6.857142857142857,4.142857142857143,7.0,2.142857142857143,1.0,215.28571428571428,0.0,0.0,1.7142857142857142,0.4285714285714285,3.857142857142857,0.5714285714285714,1.8571428571428568
8854,12038.0,6.0,69.5,43.833333333333336,5.666666666666667,38.16666666666666,12.666666666666666,9.0,4.666666666666667,11.666666666666666,0.5,5.333333333333333,201.5,0.0,0.0,3.0,0.0,3.6666666666666665,0.5,1.1666666666666667
8855,12039.0,6.0,68.0,9.333333333333334,1.1666666666666667,8.166666666666666,4.333333333333333,1.6666666666666667,1.5,1.3333333333333333,0.1666666666666666,0.3333333333333333,24.166666666666668,0.3333333333333333,0.0,1.0,0.0,0.1666666666666666,0.1666666666666666,3.333333333333333
8856,12040.0,6.0,82.13333333333334,17.5,4.333333333333333,13.166666666666666,3.8333333333333335,3.8333333333333335,2.333333333333333,6.333333333333333,1.0,0.1666666666666666,56.16666666666666,0.0,0.0,1.1666666666666667,0.0,1.1666666666666667,0.1666666666666666,6.666666666666667
8857,12041.0,7.0,79.41428571428571,18.714285714285715,3.857142857142857,14.857142857142858,3.142857142857143,3.4285714285714284,4.428571428571429,6.857142857142857,0.5714285714285714,0.2857142857142857,71.57142857142857,0.0,0.0,2.7142857142857144,0.0,0.0,0.0,0.0
8858,12042.0,7.0,57.5,14.428571428571429,2.857142857142857,11.571428571428571,2.142857142857143,4.857142857142857,2.4285714285714284,3.0,1.4285714285714286,0.5714285714285714,64.28571428571429,0.0,0.0,0.7142857142857143,0.0,4.0,1.7142857142857142,4.571428571428571
8859,12043.0,7.0,78.02857142857144,18.428571428571427,3.2857142857142856,15.142857142857142,4.714285714285714,4.0,3.7142857142857135,4.428571428571429,0.2857142857142857,1.2857142857142858,116.28571428571428,0.0,0.0,2.4285714285714284,0.0,0.4285714285714285,0.0,0.1428571428571428
8860,12044.0,7.0,83.67142857142856,22.714285714285715,4.857142857142857,17.857142857142858,8.142857142857142,6.571428571428571,1.5714285714285714,3.857142857142857,0.2857142857142857,2.2857142857142856,77.14285714285714,1.4285714285714286,0.0,2.142857142857143,0.2857142857142857,2.7142857142857144,1.0,12.571428571428571
8861,12045.0,5.0,71.53999999999999,28.4,5.0,23.4,8.8,6.6,1.4,10.0,0.6,1.0,78.8,0.0,0.0,3.0,0.2,3.0,0.6,1.4
8862,12046.0,6.0,71.41666666666667,19.666666666666668,3.6666666666666665,16.0,4.833333333333333,4.0,1.1666666666666667,7.666666666666667,0.5,1.5,54.66666666666666,0.0,0.0,0.8333333333333334,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666
8863,12047.0,7.0,80.10000000000001,20.857142857142858,1.7142857142857142,19.142857142857142,3.2857142857142856,4.714285714285714,3.142857142857143,6.714285714285714,2.4285714285714284,0.5714285714285714,82.28571428571429,0.0,0.0,2.0,0.0,2.0,0.7142857142857143,16.857142857142858
8864,12048.0,5.0,76.76,32.0,4.8,27.2,9.2,7.8,3.4,9.8,0.8,1.0,94.4,0.0,0.0,3.4,0.0,2.8,0.8,11.8
8865,12049.0,7.0,72.67142857142856,13.428571428571429,3.2857142857142856,10.142857142857142,4.428571428571429,2.857142857142857,1.2857142857142858,3.857142857142857,0.7142857142857143,0.2857142857142857,49.42857142857143,0.0,0.0,0.8571428571428571,0.0,0.5714285714285714,0.1428571428571428,8.857142857142858
8866,12050.0,3.0,22.73333333333333,15.666666666666666,0.0,15.666666666666666,1.6666666666666667,6.666666666666667,2.6666666666666665,2.0,2.0,0.6666666666666666,57.333333333333336,0.0,0.0,0.0,0.0,2.333333333333333,0.3333333333333333,12.333333333333334
8867,12051.0,1.0,75.0,8.0,1.0,7.0,5.0,1.0,1.0,0.0,1.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8868,12052.0,2.0,43.0,5.5,4.0,1.5,1.5,1.0,0.5,2.0,0.0,0.5,30.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0
8869,12053.0,6.0,66.11166666666666,10.833333333333334,1.3333333333333333,9.5,3.6666666666666665,2.333333333333333,2.0,2.1666666666666665,0.1666666666666666,0.5,33.666666666666664,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,3.333333333333333
8870,12055.0,7.0,65.91428571428573,12.285714285714286,1.5714285714285714,10.714285714285714,4.0,3.571428571428572,1.0,1.2857142857142858,1.0,1.4285714285714286,44.71428571428572,0.0,0.0,0.2857142857142857,0.0,0.4285714285714285,0.1428571428571428,5.0
8871,12057.0,2.0,57.45,12.5,2.5,10.0,2.5,4.0,0.0,5.0,1.0,0.0,47.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8872,12058.0,8.0,56.8625,8.75,1.25,7.5,4.875,1.125,1.0,0.875,0.0,0.875,31.625,0.0,0.0,0.375,0.0,0.0,0.0,0.0
8873,12059.0,1.0,91.0,16.0,6.0,10.0,4.0,7.0,0.0,5.0,0.0,0.0,70.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
8874,12060.0,6.0,79.10000000000001,6.5,1.1666666666666667,5.333333333333333,2.6666666666666665,1.1666666666666667,0.8333333333333334,1.3333333333333333,0.3333333333333333,0.1666666666666666,17.833333333333332,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0
8875,12063.0,5.0,66.66,6.6,0.6,6.0,2.6,1.0,0.2,2.2,0.0,0.6,15.8,0.8,0.0,0.4,0.0,0.0,0.0,0.0
8876,12064.0,5.0,75.58,5.0,0.6,4.4,2.2,0.8,0.4,1.2,0.4,0.0,18.4,0.6,0.0,0.4,0.0,0.0,0.0,0.0
8877,12065.0,6.0,69.3,7.833333333333333,1.1666666666666667,6.666666666666667,3.1666666666666665,0.5,0.5,1.8333333333333333,0.3333333333333333,1.5,21.0,0.6666666666666666,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,17.333333333333332
8878,12066.0,4.0,60.9,5.5,0.75,4.75,1.5,1.75,0.25,0.75,1.25,0.0,14.75,0.0,0.0,0.0,0.0,0.5,0.25,5.5
8879,12067.0,6.0,82.96666666666667,6.5,1.0,5.5,2.5,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.5,0.1666666666666666,19.83333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0
8880,12068.0,9.0,72.54444444444444,12.77777777777778,1.5555555555555556,11.22222222222222,4.666666666666667,3.333333333333333,1.2222222222222223,2.333333333333333,1.0,0.2222222222222222,40.11111111111112,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
8881,12069.0,6.0,75.0,8.166666666666666,1.3333333333333333,6.833333333333333,4.0,1.3333333333333333,0.1666666666666666,2.333333333333333,0.1666666666666666,0.1666666666666666,29.5,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
8882,12070.0,6.0,72.60000000000001,9.833333333333334,1.3333333333333333,8.5,5.166666666666667,1.0,0.8333333333333334,1.8333333333333333,0.8333333333333334,0.1666666666666666,32.0,2.5,0.0,0.1666666666666666,0.0,3.8333333333333335,0.6666666666666666,13.0
8883,12071.0,9.0,69.8111111111111,11.333333333333334,1.5555555555555556,9.77777777777778,3.2222222222222223,3.6666666666666665,0.8888888888888888,3.0,0.5555555555555556,0.0,34.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
8884,12072.0,6.0,69.18333333333334,7.0,1.1666666666666667,5.833333333333333,3.333333333333333,1.5,0.3333333333333333,1.6666666666666667,0.1666666666666666,0.0,21.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
8885,12073.0,6.0,60.1,18.666666666666668,4.5,14.166666666666666,7.333333333333333,4.5,1.8333333333333333,4.0,0.6666666666666666,0.3333333333333333,50.66666666666666,0.0,0.0,1.3333333333333333,0.0,0.1666666666666666,0.1666666666666666,3.333333333333333
8886,12074.0,5.0,70.0,9.4,1.8,7.6,3.8,2.0,0.6,2.0,0.8,0.2,29.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0
8887,12075.0,5.0,55.5,5.4,0.6,4.8,2.0,2.4,0.2,0.8,0.0,0.0,16.4,0.2,0.0,0.6,0.0,0.4,0.2,4.4
8888,12076.0,6.0,66.61666666666666,21.0,3.5,17.5,7.0,3.5,2.1666666666666665,5.833333333333333,1.8333333333333333,0.6666666666666666,106.33333333333331,0.1666666666666666,0.0,1.1666666666666667,0.0,0.0,0.0,0.0
8889,12077.0,8.0,79.75375,24.375,2.625,21.75,6.5,6.375,2.875,7.5,0.75,0.375,110.125,0.875,0.0,1.625,0.125,10.875,2.375,20.125
8890,12078.0,7.0,74.26714285714286,21.857142857142858,7.0,14.857142857142858,4.428571428571429,5.142857142857143,3.0,8.428571428571429,0.8571428571428571,0.0,104.14285714285714,0.0,0.0,1.1428571428571428,0.0,3.7142857142857135,1.4285714285714286,1.7142857142857142
8891,12079.0,7.0,70.5957142857143,25.714285714285715,3.4285714285714284,22.285714285714285,9.714285714285714,7.142857142857143,2.142857142857143,3.4285714285714284,1.7142857142857142,1.5714285714285714,85.71428571428571,0.0,0.0,1.7142857142857142,0.1428571428571428,3.0,1.8571428571428568,3.571428571428572
8892,12080.0,7.0,62.721428571428575,18.857142857142858,3.0,15.857142857142858,7.571428571428571,4.571428571428571,1.5714285714285714,2.0,1.1428571428571428,2.0,409.7142857142857,0.8571428571428571,0.0,0.1428571428571428,0.0,5.0,0.4285714285714285,15.428571428571429
8893,12081.0,8.0,69.62125,59.625,15.0,44.625,14.75,13.125,9.625,14.0,3.625,4.5,226.25,0.0,0.125,2.375,0.0,15.625,6.0,26.875
8894,12082.0,6.0,84.28333333333333,12.0,1.1666666666666667,10.833333333333334,5.666666666666667,1.3333333333333333,0.8333333333333334,3.5,0.1666666666666666,0.5,49.5,1.1666666666666667,0.0,0.0,0.1666666666666666,0.0,0.0,0.0
8895,12083.0,8.0,60.1625,21.5,4.75,16.75,4.125,8.375,2.25,5.625,0.875,0.25,65.875,0.0,0.0,0.125,0.0,2.5,1.125,1.125
8896,12084.0,8.0,67.7125,25.625,3.5,22.125,8.625,4.625,3.375,5.625,0.875,2.5,76.875,0.0,0.0,2.125,0.0,5.125,1.375,27.125
8897,12085.0,7.0,45.605714285714285,18.142857142857142,1.8571428571428568,16.285714285714285,4.142857142857143,5.714285714285714,3.0,3.857142857142857,0.4285714285714285,1.0,112.57142857142856,0.0,0.1428571428571428,0.8571428571428571,0.0,2.4285714285714284,0.5714285714285714,1.7142857142857142
8898,12086.0,8.0,71.10624999999999,16.125,2.375,13.75,4.625,2.25,2.75,5.75,0.375,0.375,84.5,0.0,0.0,0.375,0.0,11.125,5.375,26.625
8899,12087.0,7.0,66.78571428571429,17.714285714285715,2.571428571428572,15.142857142857142,1.8571428571428568,4.428571428571429,3.0,5.428571428571429,1.8571428571428568,1.1428571428571428,68.0,0.0,0.4285714285714285,1.0,0.0,1.8571428571428568,0.4285714285714285,12.571428571428571
8900,12088.0,8.0,77.8875,32.125,7.875,24.25,8.375,6.875,3.5,8.125,1.375,3.875,110.125,0.25,0.0,1.375,0.0,10.625,3.375,32.125
8901,12090.0,8.0,74.02875,20.25,5.125,15.125,4.75,5.625,3.0,6.375,0.0,0.5,228.75,0.0,0.0,3.75,0.375,3.625,0.75,4.375
8902,12091.0,5.0,69.452,28.0,6.6,21.4,10.4,5.6,0.6,5.4,3.2,2.8,186.0,0.0,0.0,2.8,0.0,16.6,6.8,14.4
8903,12092.0,6.0,84.3,6.0,0.5,5.5,1.6666666666666667,1.8333333333333333,0.1666666666666666,1.5,0.5,0.3333333333333333,15.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
8904,12093.0,8.0,76.8625,17.375,1.75,15.625,6.875,4.25,1.125,3.875,0.25,1.0,80.625,0.0,0.0,0.125,0.0,5.5,3.375,3.625
8905,12094.0,8.0,78.0875,16.125,2.375,13.75,5.0,4.0,1.75,4.75,0.25,0.375,94.25,0.0,0.0,0.125,0.0,10.0,5.75,6.25
8906,12095.0,9.0,71.37222222222222,21.22222222222222,3.888888888888889,17.333333333333332,8.88888888888889,5.555555555555555,2.0,3.555555555555556,0.0,1.2222222222222223,84.88888888888889,1.0,0.0,0.5555555555555556,0.0,5.555555555555555,2.7777777777777777,19.88888888888889
8907,12096.0,7.0,17.33857142857143,4.142857142857143,0.2857142857142857,3.857142857142857,0.5714285714285714,1.4285714285714286,0.2857142857142857,1.0,0.4285714285714285,0.4285714285714285,38.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0
